商店ID,门店所在城市,渠道,性别群体,年龄群体,产品类别,客户数量,销售金额,订单数量,购买的产品数量,成本,单价,利润,订单日期,星期
28,武汉,线上,男,25-29,T恤,1,99,1,1,49,99,50,2023年6月18日,星期日
28,武汉,线上,女,30-34,T恤,1,99,1,1,49,99,50,2023年6月22日,星期四
28,武汉,线上,男,20-24,T恤,2,198,2,2,49,99,100,2023年6月22日,星期四
28,武汉,线上,男,25-29,T恤,1,79,1,1,49,79,30,2023年6月22日,星期四
28,武汉,线上,女,25-29,当季新品,3,316,3,4,59,79,80,2023年6月24日,星期六
28,武汉,线上,女,30-34,T恤,1,99,1,1,49,99,50,2023年6月24日,星期六
28,武汉,线上,女,40-44,T恤,1,99,1,1,49,99,50,2023年6月24日,星期六
28,武汉,线上,女,40-44,T恤,1,79,1,1,49,79,30,2023年6月29日,星期四
28,武汉,线上,男,<20,T恤,1,198,1,2,49,99,100,2023年7月1日,星期六
28,武汉,线上,女,30-34,配件,1,99,1,1,29,99,70,2023年7月3日,星期一
28,武汉,线上,男,30-34,T恤,1,79,1,1,49,79,30,2023年7月3日,星期一
28,武汉,线上,男,25-29,配件,3,396,3,4,29,99,280,2023年7月4日,星期二
28,武汉,线上,女,30-34,T恤,1,79,1,1,49,79,30,2023年7月8日,星期六
28,武汉,线上,女,25-29,当季新品,1,79,1,1,59,79,20,2023年7月11日,星期二
28,武汉,线上,女,30-34,裙子,3,447,3,3,59,149,270,2023年7月20日,星期四
28,武汉,线上,女,25-29,裙子,2,298,2,2,59,149,180,2023年7月21日,星期五
28,武汉,线上,男,25-29,T恤,1,198,1,2,49,99,100,2023年7月22日,星期六
28,武汉,线上,女,30-34,短裤,2,66,2,2,19,33,28,2023年7月24日,星期一
28,武汉,线上,男,35-39,当季新品,1,191,1,1,59,191,132,2023年7月28日,星期五
28,武汉,线上,女,20-24,配件,1,79,1,1,29,79,50,2023年7月29日,星期六
28,武汉,线上,女,20-24,短裤,1,39,1,1,19,39,20,2023年7月30日,星期日
28,武汉,线上,女,20-24,牛仔裤,2,547,2,3,69,182,340,2023年8月4日,星期五
28,武汉,线上,女,40-44,短裤,1,33,1,1,19,33,14,2023年8月8日,星期二
28,武汉,线上,男,35-39,配件,1,99,1,1,29,99,70,2023年8月8日,星期二
28,武汉,线上,男,20-24,当季新品,1,278,2,2,59,139,160,2023年8月12日,星期六
28,武汉,线上,男,25-29,短裤,1,39,1,1,19,39,20,2023年8月12日,星期六
28,武汉,线上,女,35-39,配件,1,59,1,1,29,59,30,2023年8月15日,星期二
28,武汉,线上,男,25-29,配件,2,278,2,2,29,139,220,2023年8月15日,星期二
28,武汉,线上,男,>=60,T恤,2,198,2,2,49,99,100,2023年8月15日,星期二
28,武汉,线上,男,30-34,T恤,1,193.44,1,2,49,97,95.44,2023年8月18日,星期五
28,武汉,线上,男,30-34,袜子,1,40,1,2,9,20,22,2023年8月20日,星期日
28,武汉,线上,女,35-39,T恤,1,99,1,1,49,99,50,2023年8月21日,星期一
28,武汉,线上,男,25-29,配件,1,79,1,1,29,79,50,2023年8月21日,星期一
28,武汉,线上,女,25-29,T恤,1,79,1,1,49,79,30,2023年8月26日,星期六
28,武汉,线上,女,35-39,配件,1,79,1,1,29,79,50,2023年8月27日,星期日
28,武汉,线上,女,45-49,短裤,1,33,1,1,19,33,14,2023年8月29日,星期二
28,武汉,线上,男,20-24,短裤,1,40,1,1,19,40,21,2023年8月29日,星期二
28,武汉,线上,男,25-29,当季新品,3,572,3,3,59,191,395,2023年9月3日,星期日
28,武汉,线上,男,20-24,当季新品,1,56,1,1,59,56,-3,2023年9月3日,星期日
28,武汉,线上,男,20-24,T恤,1,59,1,1,49,59,10,2023年9月5日,星期二
28,武汉,线上,男,35-39,当季新品,1,54,1,1,59,54,-5,2023年9月7日,星期四
28,武汉,线上,女,25-29,T恤,1,79,1,1,49,79,30,2023年9月8日,星期五
28,武汉,线上,女,35-39,裙子,1,149,1,1,59,149,90,2023年9月12日,星期二
28,武汉,线上,女,30-34,袜子,1,79,1,1,9,79,70,2023年9月17日,星期日
28,武汉,线上,男,35-39,T恤,1,93,1,1,49,93,44,2023年9月18日,星期一
28,武汉,线上,女,35-39,当季新品,2,135,2,2,59,68,17,2023年9月19日,星期二
28,武汉,线上,女,45-49,T恤,1,59,1,1,49,59,10,2023年9月19日,星期二
28,武汉,线上,女,35-39,袜子,1,26,1,1,9,26,17,2023年9月24日,星期日
28,武汉,线上,男,40-44,当季新品,3,192,3,3,59,64,15,2023年9月25日,星期一
28,武汉,线上,女,25-29,短裤,6,303,6,8,19,38,151,2023年9月25日,星期一
28,武汉,线上,女,45-49,配件,3,257,3,3,29,86,170,2023年9月25日,星期一
28,武汉,线上,女,25-29,运动,1,39,1,1,49,39,-10,2023年9月26日,星期二
28,武汉,线上,女,40-44,当季新品,1,58,1,1,59,58,-1,2023年9月29日,星期五
28,武汉,线上,男,45-49,T恤,1,79,1,1,49,79,30,2023年9月30日,星期六
28,武汉,线上,女,30-34,T恤,3,297,3,3,49,99,150,2023年10月6日,星期五
28,武汉,线上,女,20-24,T恤,2,158,2,2,49,79,60,2023年10月7日,星期六
28,武汉,线上,男,20-24,袜子,1,79,1,1,9,79,70,2023年10月9日,星期一
28,武汉,线上,女,30-34,T恤,6,633,6,7,49,90,290,2023年10月10日,星期二
28,武汉,线上,女,25-29,运动,1,149,1,1,49,149,100,2023年10月15日,星期日
28,武汉,线上,女,40-44,袜子,1,20,1,1,9,20,11,2023年10月17日,星期二
28,武汉,线上,女,25-29,T恤,2,158,2,2,49,79,60,2023年10月17日,星期二
28,武汉,线上,女,25-29,短裤,2,72,2,2,19,36,34,2023年10月18日,星期三
28,武汉,线上,女,25-29,当季新品,4,250,4,4,59,63,14,2023年10月23日,星期一
28,武汉,线上,女,35-39,牛仔裤,6,1043,7,7,69,149,560,2023年10月28日,星期六
28,武汉,线上,女,45-49,牛仔裤,1,196,1,1,69,196,127,2023年10月31日,星期二
28,武汉,线上,男,30-34,T恤,1,59,1,1,49,59,10,2023年10月31日,星期二
28,武汉,线上,女,40-44,牛仔裤,1,199,1,1,69,199,130,2023年10月31日,星期二
28,武汉,线上,女,>=60,T恤,1,59,1,1,49,59,10,2023年11月3日,星期五
28,武汉,线上,女,20-24,T恤,2,198,2,2,49,99,100,2023年11月5日,星期日
28,武汉,线上,女,35-39,短裤,1,33,1,1,19,33,14,2023年11月5日,星期日
28,武汉,线上,男,45-49,袜子,1,20,1,1,9,20,11,2023年11月6日,星期一
28,武汉,线上,女,25-29,T恤,4,395,4,5,49,79,150,2023年11月6日,星期一
28,武汉,线上,女,30-34,T恤,1,79,1,1,49,79,30,2023年11月10日,星期五
28,武汉,线上,女,35-39,牛仔裤,1,199,1,1,69,199,130,2023年11月12日,星期日
28,武汉,线上,男,25-29,T恤,1,97.93,1,1,49,98,48.93,2023年11月17日,星期五
28,武汉,线上,女,45-49,袜子,1,59,1,1,9,59,50,2023年11月18日,星期六
28,武汉,线上,女,45-49,当季新品,1,199,1,1,59,199,140,2023年11月19日,星期日
28,武汉,线上,女,30-34,当季新品,1,59,1,1,59,59,0,2023年11月19日,星期日
28,武汉,线上,男,30-34,T恤,1,99,1,1,49,99,50,2023年11月25日,星期六
28,武汉,线上,男,35-39,当季新品,1,189,1,1,59,189,130,2023年11月27日,星期一
28,武汉,线上,女,20-24,T恤,1,99,1,1,49,99,50,2023年11月27日,星期一
28,武汉,线上,男,30-34,毛衣,3,647,3,3,99,216,350,2023年11月27日,星期一
28,武汉,线上,女,25-29,配件,2,298,2,2,29,149,240,2023年11月28日,星期二
28,武汉,线上,男,>=60,当季新品,1,79,1,1,59,79,20,2023年11月28日,星期二
28,武汉,线上,男,40-44,短裤,1,39,1,1,19,39,20,2023年12月1日,星期五
28,武汉,线上,女,40-44,短裤,1,40,1,1,19,40,21,2023年12月1日,星期五
28,武汉,线上,女,30-34,T恤,2,198,2,2,49,99,100,2023年12月1日,星期五
28,武汉,线上,女,20-24,毛衣,3,597,3,3,99,199,300,2023年12月1日,星期五
28,武汉,线上,男,>=60,配件,1,79,1,1,29,79,50,2023年12月5日,星期二
28,武汉,线上,女,40-44,配件,1,79,1,1,29,79,50,2023年12月9日,星期六
28,武汉,线上,女,40-44,运动,1,99,1,1,49,99,50,2023年12月11日,星期一
28,武汉,线上,男,25-29,袜子,2,45,2,2,9,23,27,2023年12月19日,星期二
28,武汉,线上,女,45-49,毛衣,2,348,2,2,99,174,150,2023年12月21日,星期四
28,武汉,线上,女,55-59,袜子,2,118,2,6,9,20,64,2023年12月24日,星期日
28,武汉,线上,女,25-29,运动,2,198,2,2,49,99,100,2023年12月24日,星期日
28,武汉,线上,男,25-29,袜子,1,52,1,2,9,26,34,2023年12月25日,星期一
28,武汉,线上,女,35-39,T恤,1,75.67,1,1,49,76,26.67,2023年12月26日,星期二
28,武汉,线上,女,30-34,牛仔裤,2,298,2,2,69,149,160,2023年12月30日,星期六
28,武汉,线上,女,20-24,袜子,1,79,1,1,9,79,70,2023年12月31日,星期日
21,北京,线下,男,20-24,T恤,2,158,2,2,49,79,60,2023年1月1日,星期日
21,北京,线下,女,20-24,袜子,3,117,3,3,9,39,90,2023年1月2日,星期一
21,北京,线下,女,35-39,袜子,1,20,1,1,9,20,11,2023年1月2日,星期一
21,北京,线下,女,30-34,当季新品,5,968,5,5,59,194,673,2023年1月5日,星期四
21,北京,线下,男,40-44,短裤,1,40,1,1,19,40,21,2023年1月5日,星期四
21,北京,线下,男,30-34,T恤,1,249,1,1,49,249,200,2023年1月5日,星期四
21,北京,线下,男,30-34,当季新品,1,139,1,1,59,139,80,2023年1月5日,星期四
21,北京,线下,女,35-39,T恤,4,292.86,4,4,49,73,96.86,2023年1月5日,星期四
21,北京,线下,女,35-39,T恤,3,237,3,3,49,79,90,2023年1月5日,星期四
21,北京,线下,男,>=60,T恤,1,95.43,1,1,49,95,46.43,2023年1月6日,星期五
21,北京,线下,女,20-24,T恤,2,158,2,2,49,79,60,2023年1月7日,星期六
21,北京,线下,男,25-29,T恤,2,198,2,2,49,99,100,2023年1月8日,星期日
21,北京,线下,男,30-34,短裤,3,110.72,3,3,19,37,53.72,2023年1月8日,星期日
21,北京,线下,男,30-34,T恤,2,198,2,2,49,99,100,2023年1月9日,星期一
21,北京,线下,男,>=60,牛仔裤,1,39,1,1,69,39,-30,2023年1月9日,星期一
21,北京,线下,女,40-44,T恤,1,39,1,1,49,39,-10,2023年1月11日,星期三
21,北京,线下,女,45-49,毛衣,1,199,1,1,99,199,100,2023年1月12日,星期四
21,北京,线下,女,55-59,T恤,1,398,1,2,49,199,300,2023年1月12日,星期四
21,北京,线下,女,30-34,T恤,2,198,2,2,49,99,100,2023年1月14日,星期六
21,北京,线下,男,25-29,T恤,9,1089,9,11,49,99,550,2023年1月14日,星期六
21,北京,线下,女,<20,T恤,7,792,7,8,49,99,400,2023年1月14日,星期六
21,北京,线下,男,20-24,配件,4,491,5,5,29,98,346,2023年1月15日,星期日
21,北京,线下,女,35-39,T恤,2,138,2,2,49,69,40,2023年1月19日,星期四
21,北京,线下,男,30-34,T恤,1,99,1,1,49,99,50,2023年1月19日,星期四
21,北京,线下,男,20-24,T恤,2,297,2,3,49,99,150,2023年1月19日,星期四
21,北京,线下,男,30-34,短裤,1,33,1,1,19,33,14,2023年1月20日,星期五
21,北京,线下,男,30-34,毛衣,2,498,2,2,99,249,300,2023年1月20日,星期五
21,北京,线下,男,25-29,T恤,8,891,8,9,49,99,450,2023年1月20日,星期五
21,北京,线下,男,30-34,配件,2,298,2,2,29,149,240,2023年1月22日,星期日
21,北京,线下,女,>=60,配件,4,256,4,4,29,64,140,2023年1月22日,星期日
21,北京,线下,女,20-24,当季新品,1,199,1,1,59,199,140,2023年1月22日,星期日
21,北京,线下,女,40-44,T恤,1,158,1,2,49,79,60,2023年1月23日,星期一
21,北京,线下,女,35-39,袜子,2,59,2,3,9,20,32,2023年1月26日,星期四
21,北京,线下,女,25-29,袜子,2,158,2,2,9,79,140,2023年1月26日,星期四
21,北京,线下,女,55-59,短裤,1,40,1,1,19,40,21,2023年1月26日,星期四
21,北京,线下,女,30-34,T恤,1,99,1,1,49,99,50,2023年1月27日,星期五
21,北京,线下,女,30-34,配件,2,158,2,2,29,79,100,2023年1月27日,星期五
21,北京,线下,女,20-24,配件,5,391,5,6,29,65,217,2023年1月28日,星期六
21,北京,线下,女,>=60,配件,1,79,1,1,29,79,50,2023年1月29日,星期日
21,北京,线下,女,55-59,T恤,1,79,1,1,49,79,30,2023年1月30日,星期一
21,北京,线下,男,30-34,T恤,2,117,2,3,49,39,-30,2023年1月30日,星期一
21,北京,线下,男,>=60,T恤,2,316,2,4,49,79,120,2023年1月30日,星期一
21,北京,线下,男,45-49,袜子,1,27,1,1,9,27,18,2023年2月2日,星期四
21,北京,线下,男,>=60,T恤,1,79,1,1,49,79,30,2023年2月3日,星期五
21,北京,线下,女,20-24,袜子,1,53,1,2,9,27,35,2023年2月3日,星期五
21,北京,线下,男,25-29,牛仔裤,1,99,1,1,69,99,30,2023年2月3日,星期五
21,北京,线下,男,>=60,配件,1,199,1,1,29,199,170,2023年2月4日,星期六
21,北京,线下,女,40-44,袜子,1,25.49,1,1,9,25,16.49,2023年2月4日,星期六
21,北京,线下,女,35-39,当季新品,1,79,1,1,59,79,20,2023年2月5日,星期日
21,北京,线下,男,>=60,配件,7,711,7,9,29,79,450,2023年2月5日,星期日
21,北京,线下,男,35-39,短裤,1,79,1,1,19,79,60,2023年2月5日,星期日
21,北京,线下,女,35-39,T恤,9,524.81,9,9,49,58,83.81,2023年2月6日,星期一
21,北京,线下,女,30-34,T恤,1,59,1,1,49,59,10,2023年2月6日,星期一
21,北京,线下,女,35-39,T恤,5,395,5,5,49,79,150,2023年2月6日,星期一
21,北京,线下,女,40-44,当季新品,2,390,2,6,59,65,36,2023年2月6日,星期一
21,北京,线下,女,40-44,牛仔裤,2,298,2,2,69,149,160,2023年2月6日,星期一
21,北京,线下,男,25-29,牛仔裤,1,39,1,1,69,39,-30,2023年2月6日,星期一
21,北京,线下,女,30-34,T恤,6,594,6,6,49,99,300,2023年2月6日,星期一
21,北京,线下,女,30-34,当季新品,2,158,2,2,59,79,40,2023年2月9日,星期四
21,北京,线下,男,35-39,短裤,1,39,1,1,19,39,20,2023年2月12日,星期日
21,北京,线下,男,40-44,T恤,1,59,1,1,49,59,10,2023年2月12日,星期日
21,北京,线下,女,25-29,牛仔裤,2,158,2,2,69,79,20,2023年2月13日,星期一
21,北京,线下,女,30-34,牛仔裤,1,58,1,1,69,58,-11,2023年2月13日,星期一
21,北京,线下,女,20-24,T恤,1,59,1,1,49,59,10,2023年2月16日,星期四
21,北京,线下,女,20-24,T恤,6,891,7,9,49,99,450,2023年2月17日,星期五
21,北京,线下,男,30-34,短裤,2,104,2,3,19,35,47,2023年2月17日,星期五
21,北京,线下,女,25-29,配件,1,79,1,1,29,79,50,2023年2月17日,星期五
21,北京,线下,女,35-39,T恤,3,347,3,3,49,116,200,2023年2月18日,星期六
21,北京,线下,男,30-34,T恤,8,632,8,8,49,79,240,2023年2月19日,星期日
21,北京,线下,女,30-34,T恤,1,75.67,1,1,49,76,26.67,2023年2月19日,星期日
21,北京,线下,女,45-49,袜子,1,39,1,1,9,39,30,2023年2月19日,星期日
21,北京,线下,男,35-39,袜子,1,39,1,1,9,39,30,2023年2月19日,星期日
21,北京,线下,女,30-34,袜子,5,375,5,5,9,75,330,2023年2月20日,星期一
21,北京,线下,女,45-49,配件,1,79,1,1,29,79,50,2023年2月20日,星期一
21,北京,线下,女,25-29,T恤,3,396,3,4,49,99,200,2023年2月20日,星期一
21,北京,线下,女,30-34,T恤,3,216,3,3,49,72,69,2023年2月20日,星期一
21,北京,线下,男,40-44,当季新品,1,77,1,1,59,77,18,2023年2月20日,星期一
21,北京,线下,女,25-29,T恤,2,198,2,2,49,99,100,2023年2月23日,星期四
21,北京,线下,女,25-29,当季新品,2,237,3,3,59,79,60,2023年2月24日,星期五
21,北京,线下,男,30-34,牛仔裤,1,59,1,1,69,59,-10,2023年2月24日,星期五
21,北京,线下,男,35-39,牛仔裤,1,39,1,1,69,39,-30,2023年2月24日,星期五
21,北京,线下,女,20-24,T恤,1,79,1,1,49,79,30,2023年2月26日,星期日
21,北京,线下,女,35-39,运动,1,249,1,1,49,249,200,2023年2月26日,星期日
21,北京,线下,女,25-29,牛仔裤,5,390,5,6,69,65,-24,2023年2月26日,星期日
21,北京,线下,女,55-59,运动,1,149,1,1,49,149,100,2023年2月26日,星期日
21,北京,线下,男,30-34,T恤,2,188,2,2,49,94,90,2023年2月27日,星期一
21,北京,线下,男,20-24,裙子,1,199,1,1,59,199,140,2023年3月2日,星期四
21,北京,线下,女,>=60,T恤,1,79,1,1,49,79,30,2023年3月3日,星期五
21,北京,线下,男,20-24,短裤,3,97.48,3,3,19,32,40.48,2023年3月3日,星期五
21,北京,线下,女,20-24,T恤,8,891,8,9,49,99,450,2023年3月3日,星期五
21,北京,线下,男,>=60,配件,2,198,2,2,29,99,140,2023年3月3日,星期五
21,北京,线下,男,>=60,T恤,1,149,1,1,49,149,100,2023年3月3日,星期五
21,北京,线下,男,20-24,运动,1,149,1,1,49,149,100,2023年3月3日,星期五
21,北京,线下,女,35-39,牛仔裤,2,177,2,3,69,59,-30,2023年3月3日,星期五
21,北京,线下,女,25-29,T恤,9,585.02,10,10,49,59,95.02,2023年3月4日,星期六
21,北京,线下,男,30-34,T恤,5,490.88,5,5,49,98,245.88,2023年3月4日,星期六
21,北京,线下,女,45-49,T恤,1,79,1,1,49,79,30,2023年3月4日,星期六
21,北京,线下,女,25-29,牛仔裤,1,79,1,1,69,79,10,2023年3月4日,星期六
21,北京,线下,男,30-34,T恤,2,236,2,4,49,59,40,2023年3月5日,星期日
21,北京,线下,男,35-39,配件,1,199,1,1,29,199,170,2023年3月5日,星期日
21,北京,线下,女,25-29,T恤,2,198,2,2,49,99,100,2023年3月5日,星期日
21,北京,线下,女,35-39,牛仔裤,3,137,3,3,69,46,-70,2023年3月5日,星期日
21,北京,线下,女,20-24,T恤,1,39,1,1,49,39,-10,2023年3月5日,星期日
21,北京,线下,男,30-34,T恤,1,59,1,1,49,59,10,2023年3月8日,星期三
21,北京,线下,女,45-49,T恤,3,156,3,4,49,39,-40,2023年3月9日,星期四
21,北京,线下,女,45-49,T恤,1,59,1,1,49,59,10,2023年3月10日,星期五
21,北京,线下,女,>=60,当季新品,1,79,1,1,59,79,20,2023年3月10日,星期五
21,北京,线下,男,<20,T恤,1,99,1,1,49,99,50,2023年3月11日,星期六
21,北京,线下,女,25-29,配件,2,78,2,2,29,39,20,2023年3月11日,星期六
21,北京,线下,男,30-34,当季新品,1,59,1,1,59,59,0,2023年3月11日,星期六
21,北京,线下,女,30-34,当季新品,11,1740,11,12,59,145,1032,2023年3月12日,星期日
21,北京,线下,女,25-29,T恤,11,1287,11,13,49,99,650,2023年3月12日,星期日
21,北京,线下,女,30-34,配件,3,853,4,6,29,142,679,2023年3月12日,星期日
21,北京,线下,男,35-39,T恤,12,1287,12,13,49,99,650,2023年3月12日,星期日
21,北京,线下,女,35-39,T恤,3,446,3,4,49,112,250,2023年3月12日,星期日
21,北京,线下,女,30-34,T恤,2,237,2,3,49,79,90,2023年3月12日,星期日
21,北京,线下,男,30-34,短裤,1,39,1,1,19,39,20,2023年3月16日,星期四
21,北京,线下,女,25-29,T恤,3,296,3,3,49,99,149,2023年3月16日,星期四
21,北京,线下,女,30-34,T恤,4,376,4,4,49,94,180,2023年3月16日,星期四
21,北京,线下,女,35-39,配件,1,79,1,1,29,79,50,2023年3月17日,星期五
21,北京,线下,男,35-39,毛衣,4,946,4,4,99,237,550,2023年3月17日,星期五
21,北京,线下,男,35-39,袜子,2,72,2,3,9,24,45,2023年3月18日,星期六
21,北京,线下,男,>=60,T恤,1,78.23,1,1,49,78,29.23,2023年3月19日,星期日
21,北京,线下,男,30-34,当季新品,1,128,1,1,59,128,69,2023年3月19日,星期日
21,北京,线下,女,35-39,T恤,2,198,2,2,49,99,100,2023年3月19日,星期日
21,北京,线下,女,20-24,T恤,7,493,7,7,49,70,150,2023年3月19日,星期日
21,北京,线下,男,20-24,当季新品,1,57,1,1,59,57,-2,2023年3月20日,星期一
21,北京,线下,女,20-24,T恤,4,316,4,4,49,79,120,2023年3月22日,星期三
21,北京,线下,女,30-34,袜子,1,38,1,2,9,19,20,2023年3月25日,星期六
21,北京,线下,女,25-29,T恤,5,594,6,6,49,99,300,2023年3月25日,星期六
21,北京,线下,女,>=60,T恤,1,76.65,1,1,49,77,27.65,2023年3月25日,星期六
21,北京,线下,女,45-49,配件,2,298,2,2,29,149,240,2023年3月25日,星期六
21,北京,线下,男,40-44,当季新品,1,189,1,1,59,189,130,2023年3月26日,星期日
21,北京,线下,男,35-39,运动,1,38,1,1,49,38,-11,2023年3月28日,星期二
21,北京,线下,男,40-44,当季新品,1,158,1,2,59,79,40,2023年3月29日,星期三
21,北京,线下,男,35-39,T恤,1,59,1,1,49,59,10,2023年3月29日,星期三
21,北京,线下,男,25-29,T恤,1,158,1,2,49,79,60,2023年3月30日,星期四
21,北京,线下,女,20-24,T恤,6,594,6,6,49,99,300,2023年3月31日,星期五
21,北京,线下,女,25-29,T恤,1,79,1,1,49,79,30,2023年3月31日,星期五
21,北京,线下,女,20-24,毛衣,3,643,3,3,99,214,346,2023年4月1日,星期六
21,北京,线下,女,20-24,当季新品,1,119,1,1,59,119,60,2023年4月1日,星期六
21,北京,线下,女,25-29,T恤,6,469,6,6,49,78,175,2023年4月2日,星期日
21,北京,线下,女,>=60,运动,4,545,5,5,49,109,300,2023年4月2日,星期日
21,北京,线下,女,20-24,T恤,3,297,3,3,49,99,150,2023年4月2日,星期日
21,北京,线下,女,20-24,T恤,5,495,5,5,49,99,250,2023年4月5日,星期三
21,北京,线下,女,50-54,当季新品,1,99,1,1,59,99,40,2023年4月5日,星期三
21,北京,线下,女,40-44,T恤,1,79,1,1,49,79,30,2023年4月7日,星期五
21,北京,线下,男,25-29,T恤,1,39,1,1,49,39,-10,2023年4月7日,星期五
21,北京,线下,女,35-39,T恤,4,475,5,5,49,95,230,2023年4月7日,星期五
21,北京,线下,女,30-34,T恤,11,586.01,11,12,49,49,-1.99,2023年4月8日,星期六
21,北京,线下,男,25-29,T恤,2,158,2,2,49,79,60,2023年4月8日,星期六
21,北京,线下,女,50-54,短裤,1,33,1,1,19,33,14,2023年4月9日,星期日
21,北京,线下,男,30-34,T恤,2,118,2,2,49,59,20,2023年4月9日,星期日
21,北京,线下,女,35-39,配件,6,1192.66,6,6,29,199,1018.66,2023年4月10日,星期一
21,北京,线下,女,25-29,当季新品,1,54,1,1,59,54,-5,2023年4月12日,星期三
21,北京,线下,女,25-29,毛衣,4,996,4,4,99,249,600,2023年4月13日,星期四
21,北京,线下,女,20-24,T恤,5,292,5,5,49,58,47,2023年4月13日,星期四
21,北京,线下,男,35-39,当季新品,2,186,2,3,59,62,9,2023年4月13日,星期四
21,北京,线下,男,40-44,毛衣,2,298,2,2,99,149,100,2023年4月13日,星期四
21,北京,线下,女,30-34,裙子,2,398,2,2,59,199,280,2023年4月15日,星期六
21,北京,线下,女,35-39,袜子,1,79,1,1,9,79,70,2023年4月16日,星期日
21,北京,线下,女,25-29,T恤,3,255,3,3,49,85,108,2023年4月16日,星期日
21,北京,线下,男,>=60,袜子,2,89,2,2,9,45,71,2023年4月20日,星期四
21,北京,线下,女,30-34,袜子,3,84,3,4,9,21,48,2023年4月21日,星期五
21,北京,线下,女,35-39,T恤,2,697,2,3,49,232,550,2023年4月22日,星期六
21,北京,线下,女,30-34,T恤,3,233.67,3,3,49,78,86.67,2023年4月22日,星期六
21,北京,线下,男,<20,T恤,2,198,2,2,49,99,100,2023年4月23日,星期日
21,北京,线下,女,30-34,T恤,4,272.67,4,4,49,68,76.67,2023年4月26日,星期三
21,北京,线下,男,50-54,袜子,1,19,1,1,9,19,10,2023年4月26日,星期三
21,北京,线下,女,20-24,T恤,3,297,3,3,49,99,150,2023年4月27日,星期四
21,北京,线下,男,>=60,当季新品,1,149,1,1,59,149,90,2023年4月27日,星期四
21,北京,线下,女,35-39,短裤,1,33,1,1,19,33,14,2023年4月28日,星期五
21,北京,线下,男,25-29,袜子,6,231,6,10,9,23,141,2023年4月28日,星期五
21,北京,线下,男,25-29,当季新品,2,152,2,2,59,76,34,2023年4月29日,星期六
21,北京,线下,男,25-29,T恤,2,117,2,3,49,39,-30,2023年4月30日,星期日
21,北京,线下,女,25-29,T恤,13,1287,13,13,49,99,650,2023年4月30日,星期日
21,北京,线下,男,40-44,T恤,1,39,1,1,49,39,-10,2023年4月30日,星期日
21,北京,线下,女,25-29,袜子,3,316,3,4,9,79,280,2023年4月30日,星期日
21,北京,线下,男,50-54,T恤,1,149,1,1,49,149,100,2023年4月30日,星期日
21,北京,线下,女,35-39,毛衣,1,147,1,1,99,147,48,2023年5月2日,星期二
21,北京,线下,女,30-34,配件,1,199,1,1,29,199,170,2023年5月3日,星期三
21,北京,线下,男,35-39,短裤,6,425.74,6,12,19,35,197.74,2023年5月3日,星期三
21,北京,线下,女,30-34,当季新品,1,98,1,2,59,49,-20,2023年5月3日,星期三
21,北京,线下,女,20-24,T恤,7,693,7,7,49,99,350,2023年5月3日,星期三
21,北京,线下,女,30-34,T恤,3,297,3,3,49,99,150,2023年5月4日,星期四
21,北京,线下,女,20-24,当季新品,2,341,2,2,59,171,223,2023年5月4日,星期四
21,北京,线下,男,30-34,短裤,2,106,2,3,19,35,49,2023年5月4日,星期四
21,北京,线下,女,20-24,短裤,1,32.4,1,1,19,32,13.4,2023年5月5日,星期五
21,北京,线下,女,>=60,裙子,1,149,1,1,59,149,90,2023年5月5日,星期五
21,北京,线下,男,20-24,T恤,3,213.32,3,3,49,71,66.32,2023年5月5日,星期五
21,北京,线下,男,>=60,短裤,4,192,4,5,19,38,97,2023年5月5日,星期五
21,北京,线下,女,25-29,T恤,1,198,1,2,49,99,100,2023年5月5日,星期五
21,北京,线下,女,25-29,毛衣,1,59,1,1,99,59,-40,2023年5月5日,星期五
21,北京,线下,男,<20,T恤,1,99,1,1,49,99,50,2023年5月5日,星期五
21,北京,线下,女,45-49,运动,1,249,1,1,49,249,200,2023年5月6日,星期六
21,北京,线下,男,20-24,当季新品,4,266,4,4,59,67,30,2023年5月7日,星期日
21,北京,线下,男,30-34,T恤,2,297,2,3,49,99,150,2023年5月7日,星期日
21,北京,线下,女,25-29,裙子,1,99,1,1,59,99,40,2023年5月10日,星期三
21,北京,线下,女,35-39,T恤,2,297,2,3,49,99,150,2023年5月10日,星期三
21,北京,线下,男,20-24,袜子,3,80,3,3,9,27,53,2023年5月10日,星期三
21,北京,线下,男,35-39,当季新品,1,75,1,1,59,75,16,2023年5月11日,星期四
21,北京,线下,男,45-49,短裤,1,40,1,1,19,40,21,2023年5月11日,星期四
21,北京,线下,男,30-34,T恤,2,157,2,2,49,79,59,2023年5月12日,星期五
21,北京,线下,男,20-24,T恤,4,316,4,4,49,79,120,2023年5月12日,星期五
21,北京,线下,女,45-49,配件,1,59,1,1,29,59,30,2023年5月12日,星期五
21,北京,线下,女,50-54,当季新品,1,199,1,1,59,199,140,2023年5月12日,星期五
21,北京,线下,女,45-49,T恤,2,118,2,2,49,59,20,2023年5月13日,星期六
21,北京,线下,女,20-24,T恤,3,213,3,3,49,71,66,2023年5月13日,星期六
21,北京,线下,男,25-29,T恤,1,79,1,1,49,79,30,2023年5月14日,星期日
21,北京,线下,女,30-34,裙子,8,1442,8,8,59,180,970,2023年5月14日,星期日
21,北京,线下,男,20-24,袜子,1,20,1,1,9,20,11,2023年5月17日,星期三
